Type,Release Year,Purchase Amtount
Original,2018,30.59
Original,2017,7.58
New,2018,30.32
Original,2018,19.97
Original,2017,11
Original,2017,49.71
New,2018,19.01
New,2018,24.36
Original,2017,7.4
New,2018,31.94
Original,2017,25.94
New,2018,44.48
Original,2017,20.66
New,2017,53.61
Original,2017,14.93
Original,2018,21.99
New,2018,5.85
Original,2018,8.95
Original,2017,26.08
Original,2018,131.48
New,2017,31.56
Original,2020,15.1
New,2017,0
New,2017,10.43
New,2020,0
Original,2020,26.85
New,2017,54.3
Original,2017,19.38
Original,2018,17.27
Original,2017,5.04
New,2017,49.61
New,2017,50.7
Original,2017,4.81
New,2018,15.05
Original,2018,0
New,2018,11.7
New,2017,24.83
Original,2017,10.73
New,2017,24.6
New,2017,34.89
New,2017,14.16
New,2017,19.3
Original,2017,34.25
Original,2017,14.99
New,2018,59.34
Original,2018,34.26
Original,2018,6.06
New,2017,0
New,2017,0
New,2018,33.94
New,2017,26.39
New,2018,40.56
New,2018,4.72
Original,2018,44.9
New,2017,0
New,2017,12.36
Original,2018,50.29
New,2017,28.74
New,2018,109.62
New,2017,9.43
New,2017,20.11
New,2018,62.61
Original,2018,40.96
Original,2017,28.41
New,2018,0
Original,2018,21.51
Original,2020,35.46
Original,2017,0
Original,2018,48.99
New,2017,0
Original,2017,33.38
Original,2018,18.77
New,2017,15.08
New,2018,13.79
Original,2017,0
New,2018,8.68
New,2017,31.08
Original,2018,17.78
Original,2017,8.91
Original,2017,59.89
Original,2018,37.34
New,2017,17.62
Original,2017,52.98
Original,2018,35.99
New,2018,11.11
Original,2018,17.87
New,2017,61.66
New,2018,22.06
Original,2018,62.91
Original,2017,28.98
Original,2017,36.7
New,2017,31.32
New,2017,35.24
New,2018,8.97
New,2017,4.89
New,2017,13.59
New,2017,27.71
New,2018,115.21
New,2017,24.9
Original,2017,84.98
Original,2017,60.7
New,2018,9.76
New,2018,28.01
New,2018,49.75
New,2020,49.4
Original,2017,37.93
Original,2019,21.88
New,2017,12.8
New,2017,21.11
New,2017,21.34
Original,2018,49.53
New,2018,54.5
Original,2017,16.83
Original,2018,21.13
New,2020,15.34
New,2017,23.53
Original,2017,25.93
New,2018,18.97
Original,2017,18.16
New,2017,26.68
New,2017,4.31
New,2018,114.56
Original,2017,0
Original,2017,37.94
Original,2017,35.7
Original,2018,24.01
Original,2018,7.97
New,2017,60.57
New,2017,10.99
New,2017,9.71
New,2017,29.38
New,2018,20.21
Original,2019,26.49
New,2018,4.52
Original,2018,41.14
Original,2017,49.18
Original,2018,53.96
New,2018,36.68
New,2018,25.98
Original,2017,9.08
Original,2017,28.49
Original,2017,39
Original,2018,43.98
Original,2018,11.99
Original,2017,0
Original,2018,64.24
New,2018,45.3
New,2017,15.77
Original,2017,19.94
New,2018,9.43
New,2017,9.29
Original,2017,24.59
New,2017,18.95
New,2018,36.39
New,2017,40.53
New,2020,22.79
New,2017,17.31
Original,2017,0
Original,2018,9.05
New,2017,29.05
New,2017,0
Original,2018,20.41
New,2017,4.95
Original,2018,23.67
New,2017,4.59
New,2017,4.53
New,2018,29.37
New,2018,35.21
Original,2018,20.09
Original,2018,16.66
Original,2019,57.35
New,2019,0
Original,2018,11.84
Original,2018,28.98
New,2017,38.08
Original,2018,9.47
Original,2018,4.39
New,2018,31.12
New,2018,44.47
New,2020,22.42
Original,2017,16.18
New,2018,25.03
New,2017,23.29
New,2017,4.75
Original,2018,61.87
New,2018,13.07
New,2017,14.61
New,2019,29.22
Original,2017,29.99
New,2019,0
Original,2018,36.98
New,2018,15.84
New,2018,7.23
Original,2017,31.31
New,2019,0
New,2019,42.02
New,2017,7.92
New,2017,5.19
New,2017,11.38
Original,2017,51.44
New,2017,12.64
Original,2017,7.3
Original,2018,147.17
Original,2017,30.49
New,2020,33.55
Original,2017,27.02
Original,2017,18.98
Original,2018,31.09
New,2017,20.78
Original,2017,4
Original,2017,33.94
Original,2017,13.28
New,2017,8.37
New,2018,17.64
Original,2017,6.39
New,2018,43.37
Original,2017,20.93
New,2018,29.59
Original,2018,48.13
New,2017,4.33
Original,2018,47.97
Original,2018,67.69
New,2017,57.61
New,2017,53.75
New,2017,15.03
New,2017,8.47
New,2018,11.27
Original,2017,38.99
New,2017,34.4
New,2017,16.81
Original,2017,13.02
New,2019,7.72
Original,2017,8.12
New,2018,34.87
Original,2017,5.77
New,2018,37.11
Original,2019,62.32
Original,2018,0
Original,2017,30.95
Original,2017,40.99
Original,2018,12.59
New,2017,26.07
Original,2018,46.08
Original,2018,0
New,2018,29.99
Original,2018,35.15
Original,2018,25.5
New,2017,27.43
Original,2017,5.99
New,2018,23.38
New,2017,21.06
New,2017,48.76
Original,2017,21.21
New,2017,6.34
Original,2018,52.81
Original,2019,110.48
Original,2018,17.56
New,2017,9.02
Original,2017,0
New,2020,24.44
Original,2018,9.22
New,2017,28.91
Original,2017,43.64
New,2018,16.77
New,2017,48.74
New,2017,22.02
New,2017,16.88
Original,2017,68.99
Original,2020,20.71
Original,2018,44.94
Original,2017,17.7
New,2017,8.16
New,2018,60.11
New,2018,26.54
Original,2017,4
New,2017,250.76
Original,2020,15.36
Original,2018,25.34
New,2018,19.28
Original,2017,19.01
Original,2017,54.45
New,2018,52.91
New,2017,28.59
New,2017,6.34
New,2018,34.57
New,2017,40.58
New,2017,0
New,2018,16.46
New,2018,32.71
New,2018,11.61
Original,2017,10.74
Original,2017,31.09
Original,2017,11.99
New,2018,17.89
Original,2018,0
Original,2017,4
Original,2018,18.99
New,2018,8.29
Original,2018,8.61
New,2017,29.7
Original,2017,12.98
Original,2018,30.77
Original,2017,0
New,2018,0
New,2017,36.9
New,2018,11.56
Original,2017,15.56
New,2017,20.38
Original,2018,75.97
Original,2018,35.99
Original,2017,28.99
New,2018,19.51
New,2017,33.05
Original,2017,4.67
New,2018,22.04
Original,2018,11.46
New,2018,23.1
New,2020,51.43
Original,2017,13.2
New,2018,37.54
Original,2017,23.96
New,2017,44.28
New,2017,29.19
Original,2019,43.94
New,2017,45.2
New,2018,25.62
Original,2018,26.01
Original,2018,14.84
Original,2019,36.99
New,2017,17.87
Original,2017,59.95
New,2018,38.56
New,2017,7.44
Original,2017,46.22
New,2018,37.26
New,2017,23.26
Original,2018,8.9
New,2018,17.62
Original,2017,24.99
Original,2017,15.47
Original,2018,42.93
Original,2017,19.16
New,2017,18.34
Original,2017,0
New,2017,31.89
Original,2017,12.55
New,2018,14.54
Original,2017,52.47
Original,2017,23.99
Original,2018,7.16
Original,2017,66.49
Original,2017,6.9
New,2018,40.51
New,2017,59.25
Original,2018,44.81
Original,2017,20.78
New,2017,11.95
New,2017,32.71
New,2020,0
Original,2020,25.69
New,2018,28.84
Original,2018,18.98
Original,2018,24.76
New,2017,32.1
Original,2020,59.64
New,2018,0
Original,2017,41.98
Original,2019,15.08
Original,2017,26.95
New,2017,33.37
Original,2018,47.68
Original,2017,43.98
Original,2018,31.99
New,2018,15.45
New,2018,37.19
Original,2017,32.91
New,2017,21.51
New,2018,62.89
Original,2020,37.34
New,2018,17.43
Original,2017,47.94
Original,2020,0
New,2017,47.43
New,2018,43.13
New,2018,9.21
New,2018,11.55
Original,2018,24.74
New,2017,37.95
New,2019,54.68
Original,2019,55.34
New,2017,44.55
Original,2017,36.27
Original,2017,19.82
New,2018,25.54
New,2017,20.5
Original,2017,25.82
New,2017,4.72
New,2018,31.85
New,2017,0
Original,2018,13.54
New,2018,40.56
New,2017,7.19
Original,2017,27.99
Original,2017,4
Original,2018,28.12
New,2018,17.1
New,2020,39.37
New,2018,8.82
Original,2017,38.96
New,2017,32.6
Original,2017,22.98
Original,2017,4
Original,2018,84.23
Original,2018,27.99
New,2017,49.24
Original,2017,28.45
New,2017,9.79
New,2018,38.59
New,2017,20.99
New,2017,6.87
Original,2017,8.9
New,2017,21.12
Original,2018,25.95
Original,2017,33.05
Original,2020,31.89
Original,2017,9.47
New,2018,17.28
Original,2018,0
New,2017,44.01
New,2018,73.75
New,2017,15.22
Original,2017,23.37
New,2017,47.76
New,2018,18.52
New,2017,23.28
New,2018,17.11
Original,2017,5.98
Original,2018,0
New,2017,19.97
Original,2017,16.94
Original,2017,7.12
Original,2017,12.87
New,2018,22.92
Original,2018,4
Original,2017,33.79
Original,2017,12.13
Original,2017,5.62
New,2017,23.72
Original,2018,32.53
New,2017,10.23
New,2017,17.44
Original,2018,9.05
Original,2017,19.97
Original,2017,48.99
New,2017,49.57
Original,2017,30.87
Original,2018,9.99
New,2017,4.67
Original,2017,67.19
Original,2019,0
Original,2017,23.01
New,2018,44.36
Original,2019,35.22
New,2018,28.23
New,2018,30.82
New,2018,14.43
New,2017,21.47
Original,2017,41.87
Original,2020,7.99
New,2018,0
New,2017,16.72
New,2017,17.69
Original,2018,30.2
New,2017,18.65
Original,2020,14.21
New,2017,12.01
Original,2017,35.95
Original,2017,4.98
New,2017,18.96
Original,2017,23.94
Original,2020,24.02
New,2017,43.82
New,2018,39.62
Original,2017,26.08
Original,2017,5.62
New,2018,95.63
Original,2017,4
New,2018,27.92
Original,2017,0
Original,2017,30.53
New,2017,32.17
Original,2018,4.86
New,2017,103.5
Original,2018,4
New,2017,38.53
New,2017,27.56
Original,2018,33.79
New,2017,54.46
Original,2018,0
New,2017,18.47
New,2018,23
New,2017,42.92
New,2017,13.93
Original,2017,32.39
New,2018,4.24
Original,2017,8.6
Original,2017,9.33
Original,2017,25.73
Original,2018,28.42
New,2017,0
New,2017,6.6
New,2017,13.02
Original,2017,4
Original,2017,38.84
New,2017,27.59
New,2018,20.28
New,2017,18.11
Original,2018,46.44
New,2017,70.62
New,2018,42.19
Original,2017,14.57
Original,2017,45.26
New,2020,16.15
Original,2018,50.15
New,2018,14.65
Original,2017,0
New,2017,26.71
Original,2017,38.53
Original,2017,4.32
Original,2018,34.59
New,2019,19.92
Original,2018,17.73
Original,2018,53.94
New,2018,8.83
New,2018,54.47
Original,2019,85.49
New,2017,9.09
Original,2018,11.05
Original,2018,20.74
Original,2017,4.93
New,2017,6.2
New,2017,30.46
Original,2017,35.94
New,2017,25.13
New,2018,125.18
New,2018,17.15
Original,2017,39.83
New,2017,13.03
Original,2017,43.13
Original,2017,24.38
Original,2020,29.96
Original,2017,7.64
Original,2018,17.34
New,2018,0
Original,2017,39.99
New,2017,9.18
Original,2018,0
Original,2017,30.57
New,2018,17.77
New,2018,28.14
New,2017,7.95
New,2017,0
Original,2017,23.71
Original,2017,17.9
New,2017,24.06
New,2017,149.4
New,2017,4.38
New,2018,34.07
New,2018,16.65
New,2017,11.3
Original,2017,25.87
Original,2017,21.99
Original,2017,13.73
Original,2018,0
Original,2018,30.73
Original,2018,4.47
Original,2018,22.37
New,2017,0
New,2017,7.89
Original,2018,15.9
New,2017,48.31
Original,2017,0
Original,2018,11.83
New,2017,23.44
Original,2018,83.3
Original,2018,57.17
Original,2017,0
New,2017,25.39
New,2017,6.94
Original,2019,17.43
New,2017,46.31
New,2017,7.23
New,2018,13.94
New,2020,20.08
New,2017,24.03
New,2020,15.2
Original,2018,16.67
New,2017,19.95
New,2018,35.4
Original,2018,3.99
New,2020,19.74
Original,2017,13.23
New,2017,15.22
New,2017,30.25
New,2017,44.67
Original,2017,39.43
Original,2018,101.99
New,2017,17.72
New,2017,36.12
Original,2017,18.08
Original,2017,28.76
New,2017,184.6
New,2018,32.63
Original,2017,23.93
New,2017,34.97
Original,2018,14.49
New,2017,13.79
New,2017,15.37
Original,2018,41.26
New,2017,11.84
Original,2017,4.78
Original,2017,32.25
Original,2017,44.15
Original,2020,34.98
Original,2017,25.34
Original,2018,7.66
New,2017,9.52
Original,2018,21.73
New,2018,25.3
Original,2018,11.48
Original,2017,9.93
Original,2018,43.64
New,2017,19.93
Original,2017,0
New,2018,8.66
Original,2017,0
New,2018,14.34
New,2018,13.9
New,2019,28.28
New,2018,11.88
Original,2018,19.95
Original,2020,16.49
Original,2017,19.02
New,2019,0
New,2018,23.96
Original,2017,6.08
Original,2018,18.78
New,2019,59.13
New,2017,28.9
Original,2018,22
Original,2018,0
New,2018,49.98
Original,2019,22.96
Original,2017,37.56
Original,2017,35.84
Original,2017,10.99
New,2017,51.69
New,2018,11.17
New,2017,13.04
Original,2018,40.03
New,2017,18.54
New,2018,37.85
Original,2017,19
New,2017,19.83
Original,2018,53.59
New,2017,0
New,2018,0
Original,2017,15.98
Original,2017,19.61
Original,2017,21.97
Original,2017,17.32
New,2017,36.09
Original,2017,35.09
New,2018,0
Original,2017,46.29
New,2017,35.37
Original,2020,40.86
Original,2018,6.93
Original,2017,55.6
New,2018,10.81
New,2017,25.57
Original,2017,5
New,2017,26.3
Original,2018,12.48
New,2018,19.46
Original,2018,27.19
Original,2018,54.92
Original,2018,21.6
New,2017,30.9
Original,2017,12.77
New,2017,29.86
Original,2017,24.99
Original,2017,54.99
New,2017,35.75
Original,2018,59.66
New,2018,105.52
New,2017,103.4
New,2018,44.47
Original,2017,7.19
New,2017,11.54
New,2018,31.31
New,2017,17.27
Original,2017,16.21
New,2017,5.57
New,2017,36.66
Original,2017,19.65
Original,2017,18.48
New,2017,28.91
New,2017,16.73
Original,2017,17.36
Original,2017,0
New,2018,54.13
New,2017,29.61
Original,2018,70.19
New,2020,26.08
New,2017,44.22
New,2017,44.24
New,2018,11.03
New,2017,18.49
Original,2017,58.8
Original,2018,19.63
Original,2018,53.96
Original,2017,21.1
Original,2017,0
Original,2017,45.84
Original,2018,55.71
Original,2017,17.89
Original,2018,13.99
Original,2017,18.48
Original,2018,26.2
Original,2017,28.97
Original,2018,20
New,2018,50.63
New,2017,0
New,2018,29.42
New,2018,25.44
New,2017,5.27
Original,2017,14.12
New,2020,17.77
Original,2017,14.61
New,2017,31.18
New,2017,85.29
New,2017,49.32
New,2018,4.18
Original,2018,31.74
New,2018,30.4
New,2017,8.48
Original,2017,33.5
Original,2018,23.64
New,2017,10.13
New,2018,0
Original,2018,22.99
Original,2018,35.29
New,2018,14.92
Original,2019,5.45
New,2018,46.31
New,2018,30.33
Original,2017,5.3
Original,2020,24.49
Original,2017,8.19
Original,2018,54.14
New,2017,25.73
Original,2017,18.65
Original,2019,36.62
Original,2017,19.29
Original,2018,27.38
Original,2018,22.72
Original,2018,37.64
Original,2017,13.98
Original,2018,17.99
New,2017,28.99
Original,2018,0
New,2017,19.32
Original,2017,35.51
Original,2018,24.02
New,2017,28.28
New,2017,5.7
Original,2017,23.95
Original,2018,7.99
New,2017,39.27
Original,2017,50.06
Original,2018,25.76
Original,2017,24.6
New,2020,36.81
Original,2018,32.02
New,2017,4.45
Original,2017,106.24
New,2018,26.96
New,2017,5.8
Original,2018,0
New,2017,23.05
New,2018,56.04
Original,2018,21.89
Original,2017,18.97
Original,2017,16.31
Original,2017,0
Original,2017,60.56
Original,2017,25.01
New,2018,44.35
New,2018,26.96
New,2017,81.11
New,2018,44.35
Original,2017,13.78
New,2017,33.25
New,2017,22.66
Original,2019,31.58
New,2017,0
New,2018,34.84
Original,2017,36.74
Original,2017,9.38
New,2017,9.73
Original,2018,28.94
Original,2017,30.49
Original,2017,30.27
New,2017,52.93
New,2017,44.82
New,2018,5.75
New,2018,9.85
Original,2017,57.19
Original,2018,14.71
Original,2017,8.09
New,2018,4.39
New,2018,68.46
Original,2018,84.25
New,2017,19.62
New,2018,22.52
New,2018,23.95
Original,2018,29.69
New,2017,29.34
New,2018,23.89
Original,2018,19.99
Original,2018,23.98
Original,2017,22.39
New,2017,53.93
New,2017,9.4
New,2018,96.23
Original,2017,18.01
Original,2018,15.96
New,2017,89.5
New,2018,21.17
New,2018,18.34
Original,2017,16.97
Original,2019,0
Original,2017,33.14
New,2019,0
Original,2018,19.27
New,2018,31.63
Original,2018,0
New,2017,40
New,2017,20.76
New,2018,22.79
Original,2017,36.97
New,2018,0
New,2019,0
Original,2017,42.28
Original,2017,17.56
Original,2017,4.61
Original,2017,53.98
New,2018,7.79
New,2018,99.27
Original,2017,8.18
Original,2018,50.92
Original,2018,42.68
Original,2018,21.97
Original,2018,19.72
Original,2017,72.64
New,2018,87.01
Original,2018,18.42
Original,2018,16.93
Original,2018,44.84
Original,2018,19.99
New,2017,43.85
Original,2018,17.25
New,2017,6.39
New,2020,36.95
New,2017,65.29
Original,2020,54.08
New,2017,39.85
Original,2017,13.97
Original,2017,22.56
Original,2017,0
New,2017,34.83
New,2018,21.3
Original,2017,8.69
New,2018,20.7
New,2020,0
Original,2017,10.86
Original,2017,19.61
New,2018,36.61
Original,2017,8.27
New,2018,43.72
New,2018,38.04
New,2018,33.16
New,2018,11.86
Original,2017,23.97
Original,2018,38.69
New,2017,5.46
Original,2017,5.79
Original,2017,12
New,2017,69.59
Original,2017,4
New,2017,49.28
Original,2018,17.56
New,2018,4.11
New,2017,6.63
Original,2017,16.24
New,2017,38.53
Original,2017,8.84
New,2017,0
Original,2020,10.41
New,2018,64.88
New,2018,18.05
New,2018,18.73
New,2017,44.33
Original,2018,28.99
Original,2018,11.48
New,2017,0
New,2018,21.7
New,2017,60.95
New,2018,29.42
Original,2017,15.49
New,2017,8.46
New,2018,27.31
Original,2020,59.74
New,2018,49.5
New,2017,18.32
New,2018,35.27
Original,2018,12.65
Original,2018,33.96
New,2018,0
Original,2017,28.99
New,2017,18.61
Original,2018,39.73
Original,2018,32.97
New,2018,30.42
Original,2018,17.85
New,2018,10.6
New,2018,17.16
Original,2017,24.86
Original,2017,46.67
New,2018,6.83
Original,2018,133.5
Original,2017,5.08
New,2017,24.22
Original,2017,7.76
New,2018,45.35
New,2018,17.66
Original,2018,66.99
New,2018,5.3
Original,2017,4.21
New,2018,55.25
Original,2017,7.86
New,2018,155.12
Original,2018,0
Original,2018,14.41
Original,2018,0
New,2017,10.05
New,2018,8.8
Original,2018,26.08
Original,2018,29.67
Original,2017,14.26
New,2018,15.62
Original,2018,51.94
New,2017,13.07
Original,2017,40.44
Original,2017,26.96
Original,2017,23.92
New,2017,19.99
Original,2017,59.3
New,2018,6.75
New,2019,36.37
New,2017,41.54
New,2017,107.76
New,2017,43.05
New,2018,5.43
Original,2017,5.88
Original,2018,4.69
New,2017,14.66
Original,2017,15.59
New,2018,6.05
Original,2018,33.05
Original,2017,24.62
Original,2017,6.43
New,2018,81.73
New,2017,28.83
New,2017,53.37
Original,2020,41.8
New,2017,44.37
New,2017,15.35
Original,2018,4
New,2017,19.03
Original,2018,40.1
New,2018,46.58
New,2017,41.74
Original,2018,25.69
New,2020,25.49
New,2017,25.82
Original,2018,0
New,2018,45.42
New,2018,21.02
New,2018,117.55
New,2020,49.15
New,2017,39.52
